conglomerado,vivienda,hogar,cod_persona,sexo,edad,estado_civil,dominio_geografico,ubigeo,estrato,nivel_educativo,anios_educacion,trabajo_semana_pasada,ocupacion,categoria_ocupacional,tipo_empleador,tipo_contrato,horas_trabajadas_semanal,anios_en_ocupacion,tamano_empresa,ingreso_laboral_anual
20300,16,11,1,2,34,5,7,250302,5,5.0,3,1.0,5610,3,6,7,63,3, ,7270.0
20300,84,11,2,1,41,1,7,250302,5,5.0,4,1.0,128,4,6,7,16,0,1,4933.0
20300,130,11,1,1,56,1,7,250302,5,5.0,2,1.0,8610,4,2,1,72,11, ,29839.0
20300,130,11,2,2,54,1,7,250302,5,5.0,3,1.0,8610,3,2,1,50,11, ,24906.0
20301,1,11,1,1,27,1,7,250302,5,3.0,0,1.0,4100,4,6,7,40,0, ,14719.0
20301,14,11,3,1,41,1,7,250302,5,3.0,0,1.0,127,4,6,7,24,0, ,6714.0
20301,66,11,1,2,29,1,7,250302,5,8.0,3,1.0,8610,3,2,5,36,2, ,20516.0
20301,66,11,2,1,23,1,7,250302,5,7.0,1,1.0,4321,4,6,7,48,0, ,14790.0
20301,83,11,1,1,56,5,7,250302,5,3.0,0,1.0,127,4,6,7,24,0, ,7231.0
20302,30,11,1,2,55,1,7,250201,5,6.0,5,1.0,8411,4,2,5,48,0,1,10287.0
20302,30,11,2,1,50,1,7,250201,5,5.0,3,1.0,4100,4,6,7,48,0, ,7790.0
20302,48,11,1,1,43,2,7,250201,5,5.0,3,1.0,9491,3,6,7,24,20,1,11430.0
20302,85,11,1,1,47,2,7,250201,5,6.0,5,1.0,8411,3,2,5,40,0,1,17145.0
20302,85,11,4,1,20,6,7,250201,5,6.0,5,1.0,9312,3,6,7,17,3,1,12464.0
20302,85,11,6,2,26,1,7,250201,5,6.0,5,1.0,4781,3,6,7,56,0, ,8001.0
20302,139,11,2,1,20,6,7,250201,5,4.0,0,1.0,220,4,6,7,48,0, ,8828.0
20303,7,11,1,1,49,2,7,250102,5,5.0,3,1.0,113,4,6,7,37,20, ,12422.0
20303,7,11,3,1,25,6,7,250102,5,4.0,0,1.0,113,4,6,7,16,8, ,7246.0
20303,87,11,3,2,25,5,7,250102,5,10.0,6,1.0,8411,3,2,5,53,0, ,22705.0
20303,124,11,2,2,37,1,7,250102,5,3.0,0,1.0,5610,4,6,7,56,0, ,10869.0
20303,124,11,4,1,15,6,7,250102,5,4.0,0,1.0,4721,3,6,7,32,0, ,7217.0
20303,143,11,2,1,24,6,7,250102,5,8.0,3,1.0,1071,4,6,7,49,1,1,22256.0
20305,10,11,2,1,35,2,7,250301,4,8.0,3,1.0,8423,3,2,1,40,10, ,28628.0
20305,52,11,1,1,58,5,7,250301,4,7.0,1,1.0,8411,4,2,5,60,15,1,18169.0
20305,116,11,1,1,66,1,7,250301,4,4.0,5,1.0,4759,3,6,7,60,0, ,14692.0
20305,116,11,4,1,16,6,7,250301,4,5.0,2,1.0,3100,4,6,7,24,0, ,4382.0
20305,137,11,1,1,29,6,7,250301,4,6.0,5,1.0,8423,3,1, ,72,10, ,30122.0
20306,79,11,1,1,49,2,7,250201,5,7.0,1,1.0,8411,4,2,1,45,13, ,17086.0
20307,15,11,1,1,45,2,7,250201,5,9.0,4,1.0,8510,3,2,2,40,0, ,21716.0
20307,15,11,2,2,44,2,7,250201,5,9.0,1,1.0,8510,3,2,2,30,0,1,15957.0
20307,78,11,2,2,36,1,7,250201,5,7.0,1,1.0,4721,3,6,7,35,0, ,8518.0
20308,31,11,4,1,25,5,7,250305,5,6.0,5,1.0,141,4,6,7,24,0,1,4791.0
20308,114,12,3,1,29,1,7,250305,5,6.0,5,1.0,6810,4,6,7,56,2, ,12278.0
20309,4,11,1,2,44,1,7,250106,5,6.0,5,1.0,5610,4,6,7,48,0, ,5974.0
20309,17,11,2,1,21,6,7,250106,5,6.0,5,1.0,3100,4,6,5,45,0, ,19196.0
20310,99,11,1,1,34,1,7,250201,5,6.0,5,1.0,150,4,6,7,56,10, ,13806.0
20310,99,11,2,2,32,1,7,250201,5,6.0,5,1.0,150,4,6,7,56,10, ,13806.0
20310,120,11,1,1,47,1,7,250201,5,6.0,5,1.0,4100,4,6,7,48,0, ,17279.0
20311,4,11,2,2,29,1,7,250301,4,8.0,3,1.0,8690,3,6,7,30,0, ,9118.0
20311,90,11,2,2,50,1,7,250301,4,5.0,1,1.0,9601,4,6,7,48,0, ,12036.0
20311,90,11,3,2,30,6,7,250301,4,8.0,3,1.0,8620,3,6,5,48,2, ,14323.0
20311,90,11,4,1,23,6,7,250301,4,7.0,1,1.0,9312,3,6,7,14,0, ,2879.0
20311,133,11,1,2,40,3,7,250301,4,3.0,0,1.0,4210,4,6,7,30,0,1,12036.0
20312,5,11,3,2,17,6,7,250102,5,5.0,4,1.0,5610,3,6,7,42,0, ,9899.0
20312,5,11,5,1,62,5,7,250102,5,4.0,5,1.0,141,4,6,7,48,36, ,13823.0
20312,33,11,2,1,33,1,7,250102,5,5.0,1,1.0,126,4,6,7,48,2,1,10428.0
20312,76,11,1,2,45,5,7,250102,5,3.0,0,1.0,5610,4,6,7,60,5, ,11519.0
20312,90,11,4,1,16,6,7,250102,5,5.0,4,1.0,4630,3,6,7,50,0, ,9899.0
20313,60,11,1,1,43,1,7,250104,5,5.0,3,1.0,111,4,6,7,48,0, ,8779.0
20313,80,11,1,1,35,1,7,250104,5,4.0,0,1.0,8411,4,2,5,40,0, ,16997.0
20313,99,11,1,2,31,1,7,250104,5,7.0,2,1.0,8412,3,2,7,40,5, ,6799.0
20313,99,11,2,1,38,1,7,250104,5,5.0,2,1.0,8412,4,2,7,56,4,1,3936.0
20314,22,11,1,1,31,1,7,250301,4,6.0,5,1.0,4100,4,6,7,24,0, ,11026.0
20314,33,11,1,1,43,1,7,250301,4,8.0,3,1.0,4321,3,6,2,45,6, ,16079.0
20314,80,11,4,2,16,6,7,250301,4,5.0,3,1.0,4772,3,6,7,70,0, ,8100.0
20314,91,11,3,2,30,1,7,250301,4,6.0,5,1.0,5630,3,6,7,29,1,1,12729.0
20314,91,11,4,1,35,1,7,250301,4,8.0,3,1.0,4210,4,6,7,48,0, ,17358.0
20315,4,11,1,2,47,1,7,250301,4,6.0,5,1.0,5610,4,6,7,15,0,1,4409.0
20315,16,11,1,1,27,1,7,250301,4,10.0,5,1.0,8521,3,2,2,30,0, ,22788.0
20315,16,11,2,2,30,1,7,250301,4,11.0,2,1.0,8521,3,2,2,30,0, ,27885.0
20315,24,11,1,1,46,1,7,250301,4,3.0,0,1.0,122,4,6,7,48,1, ,5517.0
20315,24,11,2,2,44,1,7,250301,4,3.0,0,1.0,220,4,6,7,56,4, ,12189.0
20315,28,11,1,1,57,1,7,250301,4,6.0,5,1.0,4923,4,6,7,4,15,1,12448.0
20315,34,11,1,2,48,5,7,250301,4,8.0,3,1.0,8610,3,2,1,30,11, ,19969.0
20316,13,11,1,2,36,6,7,250202,5,11.0,2,1.0,8530,3,2,2,40,0, ,24287.0
20316,13,11,2,2,51,5,7,250202,5,11.0,2,1.0,8530,3,2,2,40,0, ,24287.0
20316,140,11,1,2,57,5,7,250202,5,10.0,5,1.0,8521,3,2,1,40,34, ,32442.0
20317,20,11,1,1,68,4,7,250301,4,6.0,5,1.0,8413,3,2,1,40,21, ,10597.0
20317,35,11,3,1,25,6,7,250301,4,9.0,2,1.0,1104,3,6,7,12,0,1,4629.0
20317,35,11,4,2,18,6,7,250301,4,9.0,1,1.0,4661,3,6,7,48,0, ,12601.0
20317,51,11,3,1,31,5,7,250301,4,6.0,5,1.0,1610,4,6,7,49,0, ,10415.0
20318,7,11,3,1,17,6,7,250304,5,5.0,2,1.0,126,4,6,7,14,1, ,5939.0
20318,123,11,1,1,53,1,7,250304,5,6.0,5,1.0,126,4,6,7,24,3, ,7231.0
20318,123,11,3,1,18,6,7,250304,5,6.0,5,1.0,4923,4,6,7,12,0, ,4648.0
20320,54,11,2,2,36,1,7,250301,7,5.0,3,1.0,5610,4,6,7,60,0,1,12464.0
20320,54,11,4,1,18,6,7,250301,7,6.0,5,1.0,122,4,6,7,8,0, ,2597.0
20320,55,11,1,1,34,2,7,250301,7,5.0,1,1.0,126,4,6,7,16,18,1,4934.0
20320,156,11,1,1,55,1,7,250301,7,3.0,0,1.0,127,4,6,7,48,10, ,15580.0
20320,157,11,1,1,44,2,7,250301,7,5.0,3,1.0,1610,4,6,7,42,10, ,12464.0
20320,157,11,3,1,22,1,7,250301,7,5.0,4,1.0,1610,4,6,7,54,3, ,14801.0
20320,159,11,1,1,27,1,7,250301,7,8.0,3,1.0,127,4,6,7,48,0, ,24668.0
20320,159,11,2,2,21,1,7,250301,7,6.0,5,1.0,127,4,6,7,24,0, ,6836.0
20321,164,11,1,1,38,5,7,250103,7,3.0,0,1.0,122,4,6,7,16,0,1,4934.0
20321,166,11,1,1,18,1,7,250103,7,6.0,5,1.0,122,4,6,7,16,4,1,5972.0
20321,166,11,3,2,16,6,7,250103,7,3.0,0,1.0,122,4,6,7,5,0,1,1558.0
20322,14,11,3,2,15,6,7,250105,8,5.0,2,1.0,9700,6, ,7,48,0, ,3395.0
20322,66,11,1,1,44,1,7,250105,8,4.0,0,1.0,123,4,6,7,8,0, ,1705.0
20322,68,11,1,1,23,1,7,250105,8,5.0,1,1.0,123,4,6,7,8,0, ,7294.0
20322,68,11,2,2,19,1,7,250105,8,4.0,0,1.0,123,4,6,7,8,0, ,3675.0
20323,113,11,1,1,28,1,7,250102,7,6.0,5,1.0,8010,3,5,1,84,5, ,21884.0
20323,287,11,3,1,29,1,7,250102,7,6.0,5,1.0,146,4,6,7,77,0, ,18628.0
20323,289,11,4,1,21,1,7,250102,7,6.0,5,1.0,9329,3,6,7,29,1, ,10349.0
20323,291,11,1,1,38,1,7,250102,7,6.0,5,1.0,4649,4,6,2,48,4, ,14788.0
20324,76,11,1,1,25,1,7,250201,7,6.0,5,1.0,8510,3,2,2,25,0,1,7976.0
20325,59,11,2,2,22,1,7,250203,8,3.0,0,1.0,127,4,6,7,6,0,1,720.0
20326,9,11,2,1,37,1,7,250302,7,4.0,0,1.0,127,4,6,7,16,17, ,4897.0
20326,12,11,2,1,18,6,7,250302,7,6.0,5,1.0,127,4,6,7,24,1,1,10310.0
20326,99,11,1,1,44,1,7,250302,7,4.0,0,1.0,127,4,6,7,48,8, ,17528.0
20326,100,11,1,1,48,5,7,250302,7,4.0,0,1.0,127,4,6,7,48,5, ,17528.0
20326,101,11,1,1,62,5,7,250302,7,4.0,5,1.0,127,4,6,7,40,20,1,9795.0
20326,103,11,1,1,51,5,7,250302,7,5.0,3,1.0,127,4,6,7,16,0,1,5928.0
20326,104,11,2,2,43,2,7,250302,7,8.0,3,1.0,8610,3,2,1,48,5, ,11702.0
20327,75,11,2,2,34,2,7,250103,7,5.0,3,1.0,8412,4,2,2,24,2, ,5776.0
20327,76,11,2,1,23,6,7,250103,7,6.0,5,1.0,4210,4,6,7,48,0, ,4256.0
20327,172,11,2,2,26,1,7,250103,7,5.0,3,1.0,8412,4,2,2,24,2,1,5898.0
20328,13,11,1,1,36,6,7,250301,8,3.0,0,1.0,127,4,6,7,19,4, ,7350.0
20328,14,11,3,2,20,6,7,250301,8,6.0,5,1.0,8411,3,2,5,40,1, ,12729.0
20328,28,11,1,2,35,1,7,250301,8,3.0,0,1.0,4100,4,6,2,72,0,1,17358.0
20328,28,11,2,1,51,1,7,250301,8,5.0,3,1.0,127,4,6,7,40,0, ,13126.0
20329,10,11,1,1,42,2,7,250102,8,5.0,3,1.0,126,4,6,7,48,10, ,14853.0
20329,11,11,1,1,40,1,7,250102,8,8.0,3,1.0,1040,3,6,2,56,0,1,18088.0
20329,14,11,1,2,33,5,7,250102,8,3.0,0,1.0,126,4,6,7,10,5, ,9902.0
20329,14,11,4,1,25,5,7,250102,8,6.0,5,1.0,220,4,6,7,48,2, ,2755.0
20329,27,11,1,1,33,1,7,250102,8,6.0,5,1.0,1040,3,6,1,56,0, ,13895.0
20329,28,11,1,1,33,1,7,250102,8,9.0,3,1.0,126,3,6,1,30,1,1,30545.0
20329,28,11,2,2,34,1,7,250102,8,10.0,5,1.0,1040,3,6,2,46,0, ,17069.0
20329,44,11,1,1,71,2,7,250102,8,6.0,5,1.0,126,4,6,2,30,0,1,11380.0
20329,62,11,7,1,25,5,7,250102,8,6.0,5,1.0,126,4,6,2,48,2, ,13721.0
20329,64,11,1,1,48,1,7,250102,8,4.0,0,1.0,126,4,6,2,35,0, ,11986.0
20330,64,11,1,2,26,1,7,250301,7,8.0,3,1.0,4772,3,6,7,42,0, ,5676.0
20330,64,11,2,1,31,1,7,250301,7,3.0,0,1.0,113,4,6,7,49,0, ,4781.0
20331,6,11,1,1,54,1,7,250102,7,9.0,2,1.0,8510,3,2,2,35,0, ,24854.0
20331,6,11,2,2,46,1,7,250102,7,8.0,5,1.0,8510,3,2,1,30,4,1,18475.0
20331,6,11,3,1,25,6,7,250102,7,10.0,5,1.0,8521,3,2,2,35,0, ,27863.0
20331,89,11,4,1,16,6,7,250102,7,5.0,3,1.0,146,4,6,7,4,0,1,3117.0
20331,90,11,1,1,53,1,7,250102,7,5.0,1,1.0,127,4,6,7,42,15, ,8831.0
20331,90,11,7,2,29,5,7,250102,7,6.0,5,1.0,5610,4,6,7,54,0,1,11948.0
20332,73,11,3,1,20,6,7,250302,8,7.0,1,1.0,4721,3,6,7,27,2, ,8857.0
20333,8,11,3,2,19,6,7,250201,8,6.0,5,1.0,4721,3,6,7,6,0, ,1558.0
20333,70,11,3,1,17,6,7,250201,8,6.0,5,1.0,4721,3,6,7,48,0, ,11430.0
20334,103,11,1,1,62,2,7,250303,7,4.0,5,1.0,127,4,6,7,8,0,1,2075.0
20334,103,11,5,2,27,6,7,250303,7,3.0,0,1.0,127,4,6,7,16,3, ,4927.0
20334,246,11,1,2,28,5,7,250303,7,5.0,3,1.0,127,4,6,7,16,7, ,9855.0
20334,250,11,1,1,67,1,7,250303,7,3.0,0,1.0,129,4,6,7,48,20, ,20747.0
20335,16,11,3,1,21,6,7,250201,7,4.0,0,1.0,127,4,6,7,48,0, ,7261.0
20336,15,11,3,1,25,5,7,250107,8,6.0,5,1.0,123,4,6,7,42,0, ,5974.0
20336,24,11,2,2,66,1,7,250107,8,3.0,4,1.0,123,4,6,7,8,0,1,3896.0
20336,33,11,2,2,31,1,7,250107,8,3.0,0,1.0,123,4,6,7,3,0,1,2078.0
20336,33,11,3,2,15,6,7,250107,8,5.0,3,1.0,123,4,6,7,2,0,1,519.0
20337,30,11,1,1,45,1,7,250102,7,3.0,0,1.0,111,4,6,7,42,10, ,8925.0
20337,30,11,2,2,34,1,7,250102,7,6.0,5,1.0,111,4,6,7,42,5, ,8925.0
20337,95,11,3,1,22,6,7,250102,7,9.0,4,1.0,4630,3,6,2,44,0, ,9562.0
20338,18,11,1,1,22,1,7,250105,7,6.0,5,1.0,4100,4,6,7,39,0, ,10853.0
20338,99,11,1,1,46,2,7,250105,7,6.0,5,1.0,127,4,6,7,48,0, ,17892.0
20339,98,11,2,1,24,1,7,250401,8,6.0,5,1.0,8411,4,2,2,60,0,1,11398.0
20339,99,11,1,1,44,1,7,250401,8,6.0,5,1.0,8412,4,2,6,48,17,1,10018.0
20340,16,11,3,1,20,6,7,250102,7,6.0,5,1.0,4100,4,6,7,48,0, ,18164.0
20340,90,11,2,1,35,1,7,250102,7,4.0,0,1.0,127,4,6,7,44,2, ,13195.0
20340,90,11,3,1,27,6,7,250102,7,5.0,3,1.0,9602,3,6,7,24,0, ,5951.0
20340,90,11,7,1,24,1,7,250102,7,3.0,0,1.0,4540,4,6,7,48,0, ,13145.0
20340,92,11,1,2,44,2,7,250102,7,6.0,5,1.0,9700,6, ,7,6,0, ,3363.0
20340,92,11,2,1,48,2,7,250102,7,5.0,1,1.0,8010,4,5,2,40,1, ,10638.0
20340,92,11,3,2,21,6,7,250102,7,6.0,5,1.0,8423,4,2,5,20,0, ,11628.0
20341,13,11,1,1,35,1,7,250201,7,5.0,3,1.0,220,4,6,7,60,0, ,13596.0
20341,29,11,1,1,38,2,7,250201,7,6.0,5,1.0,220,4,6,7,48,0, ,9082.0
20341,32,11,3,2,21,5,7,250201,7,4.0,0,1.0,112,4,6,7,45,0, ,2271.0
20342,8,11,5,1,27,1,7,250101,8,6.0,5,1.0,127,4,6,7,48,0, ,11929.0
20342,34,11,1,1,25,1,7,250101,8,4.0,0,1.0,111,4,6,7,48,6, ,10242.0
20343,22,11,3,1,20,6,7,250301,7,5.0,3,1.0,127,4,6,7,16,1, ,3098.0
20344,170,11,3,1,19,6,7,250103,7,9.0,2,1.0,121,4,6,7,48,0, ,6943.0
20344,170,11,4,1,17,6,7,250103,7,6.0,5,1.0,122,4,6,7,16,0,1,3956.0
20345,4,11,6,2,15,6,7,250305,8,5.0,1,1.0,4773,3,6,7,16,3, ,2077.0
20345,7,11,1,1,45,1,7,250305,8,5.0,3,1.0,8411,4,2,5,72,1,1,13716.0
20345,7,11,3,1,19,6,7,250305,8,6.0,5,1.0,111,4,6,7,24,0,1,5972.0
20345,7,11,6,2,23,5,7,250305,8,5.0,3,1.0,4721,3,6,7,70,0, ,9144.0
20345,9,11,1,1,34,1,7,250305,8,5.0,1,1.0,111,4,6,7,24,0,1,7270.0
20345,9,11,2,2,31,1,7,250305,8,3.0,0,1.0,127,4,6,7,48,0,1,14801.0
20345,11,11,3,2,32,5,7,250305,8,6.0,5,1.0,9700,6, ,7,36,0, ,3429.0
20345,78,11,1,2,38,5,7,250305,8,5.0,2,1.0,122,4,6,7,48,0, ,12464.0
20345,78,11,2,1,18,6,7,250305,8,6.0,5,1.0,127,4,6,7,24,1,1,7270.0
20346,10,11,3,1,16,6,7,250106,7,5.0,3,1.0,127,4,6,7,6,0,1,2280.0
20346,12,11,1,1,43,5,7,250106,7,5.0,3,1.0,4730,3,6,7,36,3, ,3419.0
20346,121,11,2,2,24,2,7,250106,7,6.0,5,1.0,127,4,6,7,24,0,1,3359.0
20346,123,11,1,1,69,1,7,250106,7,5.0,4,1.0,4921,4,6,2,50,0, ,17996.0
20348,30,11,1,2,56,5,7,250104,8,3.0,0,1.0,9700,6, ,7,42,6, ,9082.0
20348,31,11,1,1,46,5,7,250104,8,6.0,5,1.0,113,4,6,7,8,7, ,2070.0
20348,32,11,4,1,14,6,7,250104,8,4.0,0,1.0,4100,4,6,7,14,0,1,1793.0
20348,32,11,7,1,57,6,7,250104,8,5.0,1,1.0,141,4,6,7,8,0, ,2062.0
20349,1,11,1,2,48,3,7,250202,8,1.0, ,1.0,220,4,6,7,56,0, ,10549.0
20349,1,11,3,1,29,6,7,250202,8,5.0,3,1.0,141,4,6,7,52,0, ,6065.0
20349,5,11,2,1,29,1,7,250202,8,4.0,0,1.0,141,4,6,7,48,0, ,15032.0
20349,7,11,1,1,36,5,7,250202,8,3.0,0,1.0,3012,4,6,7,48,0, ,11085.0
20349,8,11,1,1,40,1,7,250202,8,6.0,5,1.0,112,4,6,7,48,0,1,17405.0
20349,39,11,3,1,17,6,7,250202,8,5.0,1,1.0,127,4,6,7,53,0, ,11572.0
20349,39,11,7,1,41,5,7,250202,8,6.0,5,1.0,127,4,6,7,53,0, ,5776.0
20350,9,11,3,1,16,6,7,250304,7,5.0,1,1.0,126,4,6,7,32,0,1,12601.0
20350,112,11,1,1,25,1,7,250304,7,8.0,3,1.0,126,4,6,7,16,4,1,6911.0
20351,30,11,1,1,35,1,7,250204,7,5.0,2,1.0,126,4,6,7,56,0, ,13721.0
20351,146,11,1,2,23,5,7,250204,7,4.0,0,1.0,9700,6, ,7,56,0, ,2287.0
20352,1,11,2,1,35,6,7,250104,8,6.0,5,1.0,122,4,6,7,24,3, ,1394.0
20352,2,11,2,1,35,1,7,250104,8,5.0,3,1.0,141,4,6,7,32,0, ,9899.0
20352,4,11,1,1,44,5,7,250104,8,6.0,5,1.0,220,4,6,7,40,1, ,4572.0
20352,66,11,1,1,44,5,7,250104,8,6.0,5,1.0,150,4,6,7,18,3,1,4608.0
20353,3,11,1,1,39,2,7,250103,6,6.0,5,1.0,122,4,6,7,3,0,1,1824.0
20353,16,11,2,2,33,1,7,250103,6,6.0,5,1.0,150,4,6,7,56,0, ,7384.0
20353,50,11,3,2,15,6,7,250103,6,4.0,0,1.0,5610,3,6,7,24,0, ,4483.0
20353,57,11,1,1,28,1,7,250103,6,6.0,5,1.0,8411,3,2,5,56,0,1,17329.0
20355,2,11,1,1,20,1,7,250201,7,3.0,0,1.0,127,4,6,7,42,0, ,9899.0
20356,15,11,4,1,26,1,7,250101,8,3.0,0,1.0,1610,4,6,7,36,0, ,7231.0
20356,98,11,2,1,24,1,7,250101,8,3.0,0,1.0,123,4,6,7,12,0,1,3615.0
20356,103,11,1,1,28,5,7,250101,8,6.0,5,1.0,7410,4,6,7,45,0, ,10329.0
20358,110,11,2,1,49,1,7,250203,7,4.0,0,1.0,146,4,6,7,63,0, ,14397.0
20359,18,11,2,1,45,1,7,250303,8,4.0,0,1.0,4923,4,6,2,56,9,1,24677.0
20359,19,11,2,1,48,1,7,250303,8,7.0,2,1.0,141,4,6,7,58,0, ,10397.0
20359,20,11,1,1,78,2,7,250303,8,4.0,5,1.0,141,4,6,7,54,2, ,13623.0
20359,20,11,3,1,53,3,7,250303,8,4.0,0,1.0,141,4,6,7,60,3, ,17598.0
20359,57,11,1,1,57,3,7,250303,8,6.0,5,1.0,126,4,6,7,24,30, ,7246.0
20359,58,11,2,1,49,1,7,250303,8,4.0,0,1.0,122,4,6,7,48,2, ,14751.0
20359,58,11,5,1,72,5,7,250303,8,4.0,5,1.0,126,4,6,7,24,10, ,7246.0
20500,7,22,1,2,56,5,8,150110,1,11.0,2,1.0,8510,3,2,1,30,30, ,12908.0
20500,44,11,2,1,27,6,8,150110,1,10.0,5,1.0,8610,3,6,2,48,5, ,31339.0
20500,80,11,1,1,49,6,8,150110,1,11.0,2,1.0,8521,3,2,1,40,24, ,47429.0
20501,9,11,1,1,26,1,2,150501,2,5.0,3,1.0,4100,4,6,7,48,0, ,24855.0
20501,19,11,1,1,24,2,2,150501,2,6.0,5,1.0,9499,4,6,5,84,0, ,25373.0
20501,67,11,1,2,41,5,2,150501,2,6.0,5,1.0,121,4,6,2,48,1, ,13929.0
20503,5,11,1,2,25,6,3,40108,4,7.0,1,1.0,128,4,6,7,8,0,2,3595.0
20503,5,11,2,2,22,6,3,40108,4,7.0,3,1.0,128,4,6,7,24,0, ,7190.0
20503,35,11,1,1,41,2,3,40108,4,3.0,0,1.0,128,4,6,7,32,26, ,4143.0
20503,35,11,2,2,43,2,3,40108,4,1.0, ,1.0,128,4,6,7,32,5, ,9586.0
20503,35,11,3,1,15,6,3,40108,4,5.0,2,1.0,121,4,6,7,8,0, ,2157.0
20503,35,11,4,2,23,6,3,40108,4,5.0,2,1.0,128,4,6,7,40,2, ,51788.0
20503,49,11,1,2,41,5,3,40108,4,1.0, ,1.0,130,4,6,7,8,5, ,7190.0
20503,78,11,1,2,56,5,3,40108,4,3.0,0,1.0,128,4,6,7,32,12,1,3884.0
20503,78,11,2,1,19,6,3,40108,4,6.0,5,1.0,146,4,6,7,48,0, ,11983.0
20503,78,11,3,1,18,6,3,40108,4,6.0,5,1.0,145,4,6,7,24,0, ,5991.0
20503,107,11,1,2,38,5,3,40108,4,4.0,0,1.0,128,4,6,7,48,12, ,19679.0
20504,3,11,1,1,64,1,3,230109,5,6.0,5,1.0,119,4,6,7,27,25, ,10368.0
20504,3,11,3,1,18,6,3,230109,5,6.0,5,1.0,119,4,6,7,4,2, ,3962.0
20504,52,11,1,1,42,1,3,230109,5,4.0,0,1.0,111,4,6,7,24,3, ,8554.0
20504,52,11,2,2,33,1,3,230109,5,4.0,0,1.0,128,4,6,7,8,2, ,4503.0
20504,114,11,1,1,73,5,3,230109,5,3.0,3,1.0,4520,4,6,7,40,40, ,18611.0
20504,134,11,1,1,52,6,3,230109,5,3.0,0,1.0,119,4,6,7,24,17, ,7925.0
20504,154,11,1,2,40,6,3,230109,5,6.0,5,1.0,9499,3,6,7,25,6, ,9246.0
20506,7,11,2,2,25,6,6,40104,1,8.0,3,1.0,6430,3,5,2,45,1, ,14342.0
20506,71,11,1,2,35,1,6,40104,1,6.0,5,1.0,7729,3,6,7,30,0,1,1792.0
20506,103,11,1,2,41,3,6,40104,1,6.0,5,1.0,4921,4,6,7,66,11,1,17927.0
20506,103,11,2,2,20,6,6,40104,1,6.0,5,1.0,1071,3,6,2,56,0, ,8963.0
20506,103,11,3,1,17,6,6,40104,1,6.0,5,1.0,5621,3,6,7,16,0,1,10753.0
20507,42,11,1,1,37,2,6,40128,4,10.0,5,1.0,7120,3,6,2,56,3, ,19182.0
20507,80,11,1,1,33,1,6,40128,4,7.0,1,1.0,4923,4,6,7,48,0, ,25431.0
20507,80,11,2,2,27,1,6,40128,4,6.0,5,1.0,3811,4,6,7,30,0, ,6288.0
20507,100,11,1,1,44,2,6,40128,4,6.0,5,1.0,4921,4,6,7,72,0, ,23581.0
20507,120,11,2,1,41,6,6,40128,4,8.0,3,1.0,729,4,6,1,84,13, ,21072.0
20507,159,11,1,1,29,5,6,40128,4,8.0,3,1.0,1104,4,6,2,48,2, ,19497.0
20508,38,11,1,1,35,2,6,40111,5,4.0,0,1.0,4100,4,6,7,52,0, ,30975.0
20508,38,11,2,2,35,2,6,40111,5,6.0,5,1.0,1702,4,6,7,51,0, ,10144.0
20508,85,11,1,1,53,2,6,40111,5,3.0,0,1.0,4100,4,6,7,51,0, ,30975.0
20508,85,11,2,2,44,2,6,40111,5,5.0,2,1.0,4781,3,6,7,54,0, ,8983.0
20508,85,11,4,2,16,6,6,40111,5,5.0,3,1.0,4781,3,6,7,20,0, ,2994.0
20508,94,11,2,2,39,1,6,40111,5,8.0,3,1.0,8510,3,2,5,20,0, ,5967.0
20508,104,11,1,1,39,1,6,40111,5,8.0,3,1.0,2592,4,6,7,48,4,1,29536.0
20508,104,11,2,2,30,1,6,40111,5,6.0,5,1.0,1030,4,6,2,32,0, ,15574.0
20511,18,11,1,1,52,2,3,40413,8,4.0,0,1.0,112,4,6,7,48,5, ,11115.0
20511,18,11,2,2,50,2,3,40413,8,3.0,0,1.0,113,4,6,7,16,30, ,11473.0
20511,20,11,1,2,39,5,3,40413,8,8.0,3,1.0,112,4,6,7,32,20, ,13146.0
20511,45,11,1,1,52,5,3,40413,8,3.0,0,1.0,112,4,6,7,54,10, ,21481.0
20511,47,11,1,1,44,2,3,40413,8,5.0,2,1.0,4100,4,6,7,49,5, ,23903.0
20511,47,11,2,2,46,2,3,40413,8,4.0,0,1.0,122,4,6,7,32,0, ,5856.0
20511,48,11,2,1,61,2,3,40413,8,3.0,2,1.0,112,4,6,7,48,20, ,11473.0
20511,50,11,2,1,58,1,3,40413,8,6.0,5,1.0,112,4,6,7,32,10,1,11473.0
20514,39,11,1,2,50,5,4,60410,5,8.0,3,1.0,8510,3,2,5,15,14, ,8443.0
20517,9,11,1,1,47,2,5,190113,3,10.0,5,1.0,8411,3,2,5,40,0, ,30155.0
20517,9,11,2,2,46,2,5,190113,3,8.0,5,1.0,8510,3,2,2,30,8, ,33774.0
20517,57,11,3,1,23,6,5,190113,3,10.0,5,1.0,729,4,6,2,48,0, ,12364.0
20517,68,11,1,1,39,2,5,190113,3,8.0,3,1.0,729,4,6,2,55,2, ,20011.0
20517,80,11,1,1,42,2,5,190113,3,6.0,5,1.0,729,4,6,2,66,10, ,23220.0
20517,80,11,2,2,49,2,5,190113,3,6.0,5,1.0,4721,3,6,7,29,1, ,6251.0
20518,34,11,3,2,41,6,5,190109,3,8.0,5,1.0,5610,4,6,2,54,0, ,14333.0
